"공장코드","제품코드","제품명","지시번호","설비코드","설비명","작업실코드","작업실명","공정코드","공정명","공정시작시간","공정종료시간","작업자","작업방법","설비가동시작시간","설비가동종료시간","설비최소가동시간","설비최대가동시간","충전투입일"
"1","BKOLSC10","OX라데나스킨(중국)","W26050616W10","SP15001","스킨믹서","1-R004","유화 배합실","C03","M/M",2026-05-28 10:33:00,2026-05-28 11:53:00,"LCCUser","10분 교반",2026-05-28 10:38:00,2026-05-28 10:53:00,10,10,2026-05-29 00:00:00
"1","BKOLSC10","OX라데나스킨(중국)","W26050616W10","SP15001","스킨믹서","1-R004","유화 배합실","C03","M/M",2026-05-28 10:33:00,2026-05-28 11:53:00,"LCCUser","10분 교반",2026-05-28 10:53:00,2026-05-28 11:04:00,10,10,2026-05-29 00:00:00
"1","BKOLSC10","OX라데나스킨(중국)","W26050616W10","SP15001","스킨믹서","1-R004","유화 배합실","C03","M/M",2026-05-28 10:33:00,2026-05-28 11:53:00,"LCCUser","10분 교반",2026-05-28 11:05:00,2026-05-28 11:24:00,10,10,2026-05-29 00:00:00
"1","BKOLS10","OX라데나스킨(공용)","W26050617W10","SP15001","스킨믹서","1-R004","유화 배합실","C03","M/M",2026-05-28 16:29:00,2026-05-28 17:15:00,"LCCUser","10분 교반",2026-05-28 17:05:00,2026-05-28 17:15:00,10,10,2026-05-29 00:00:00
"1","BKOLS10","OX라데나스킨(공용)","W26050617W10","SP15001","스킨믹서","1-R004","유화 배합실","C03","M/M",2026-05-28 16:29:00,2026-05-28 17:15:00,"LCCUser","10분 교반",2026-05-28 16:55:00,2026-05-28 17:05:00,10,10,2026-05-29 00:00:00
"1","BKOLS10","OX라데나스킨(공용)","W26050617W10","SP15001","스킨믹서","1-R004","유화 배합실","C03","M/M",2026-05-28 16:29:00,2026-05-28 17:15:00,"LCCUser","10분 교반",2026-05-28 16:31:00,2026-05-28 16:45:00,10,10,2026-05-29 00:00:00
"1","BKOLS10","OX라데나스킨(공용)","W26050617W10","SP15001","스킨믹서","1-R004","유화 배합실","C03","M/M",2026-05-28 16:29:00,2026-05-28 17:15:00,"LCCUser","10분 교반",2026-05-28 16:45:00,2026-05-28 16:55:00,10,10,2026-05-29 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050623W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-28 09:14:00,2026-05-28 09:44:00,"LCCUser","premixing 30분 용해",2026-05-28 09:14:00,2026-05-28 09:44:00,30,35,2026-05-29 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050623W10","5M00004","제조 4호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-28 09:14:00,2026-05-28 11:03:00,"LCCUser","60분 교반",2026-05-28 10:03:00,2026-05-28 11:03:00,60,65,2026-05-29 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050623W10","5M00004","제조 4호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-28 09:14:00,2026-05-28 11:03:00,"LCCUser","15분 교반",2026-05-28 09:44:00,2026-05-28 10:03:00,15,20,2026-05-29 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050623W10","5M00004","제조 4호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-28 09:14:00,2026-05-28 11:03:00,"LCCUser","30분 교반",2026-05-28 09:14:00,2026-05-28 09:44:00,30,35,2026-05-29 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050624W10","DS50003","5공장 용해조 3호","5-R003","5공장 가글 배합실","C02","용해",2026-05-28 09:30:00,2026-05-28 10:14:00,"LCCUser","premixing 30분 용해",2026-05-28 09:44:00,2026-05-28 10:14:00,30,35,2026-05-29 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050624W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-28 09:30:00,2026-05-28 11:46:00,"LCCUser","15분 교반",2026-05-28 10:14:00,2026-05-28 10:29:00,15,20,2026-05-29 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050624W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-28 09:30:00,2026-05-28 11:46:00,"LCCUser","30분 교반",2026-05-28 09:44:00,2026-05-28 10:14:00,30,35,2026-05-29 00:00:00
"5","BETBMG","TB가글(마일드,수출)","W26050624W10","5M00003","제조 3호","5-R003","5공장 가글 배합실","C03","M/M",2026-05-28 09:30:00,2026-05-28 11:46:00,"LCCUser","60분 교반",2026-05-28 10:29:00,2026-05-28 11:46:00,60,65,2026-05-29 00:00:00
"4","BOXAGF","OX애니가글F","W26050625W10","DS40003","4공장 용해조 3호","4-R004","4공장 배합실","C02","용해",2026-05-28 09:24:00,2026-05-28 10:21:00,"LCCUser","20분 용해",2026-05-28 09:39:00,2026-05-28 10:01:00,20,25,2026-05-29 00:00:00
"4","BOXAGF","OX애니가글F","W26050625W10","DS40003","4공장 용해조 3호","4-R004","4공장 배합실","C02","용해",2026-05-28 09:24:00,2026-05-28 10:21:00,"LCCUser","20분 교반",2026-05-28 10:01:00,2026-05-28 10:21:00,20,25,2026-05-29 00:00:00
"4","BOXAGF","OX애니가글F","W26050625W10","GA15001","액상3호","4-R004","4공장 배합실","C03","M/M",2026-05-28 10:07:00,2026-05-28 10:51:00,"LCCUser","20분 교반",2026-05-28 10:22:00,2026-05-28 10:51:00,20,25,2026-05-29 00:00:00
"4","BOXAGF","OX애니가글F","W26050625W10","GA15001","액상3호","4-R004","4공장 배합실","C03","M/M",2026-05-28 10:07:00,2026-05-28 10:51:00,"LCCUser","10분 교반",2026-05-28 10:07:00,2026-05-28 10:21:00,10,15,2026-05-29 00:00:00
"4","BOXAGF","OX애니가글F","W26050626W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-28 13:42:00,2026-05-28 14:24:00,"LCCUser","20분 교반",2026-05-28 14:03:00,2026-05-28 14:24:00,20,25,2026-05-29 00:00:00
"4","BOXAGF","OX애니가글F","W26050626W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-28 13:42:00,2026-05-28 14:24:00,"LCCUser","20분 용해",2026-05-28 13:42:00,2026-05-28 14:03:00,20,25,2026-05-29 00:00:00
"4","BOXAGF","OX애니가글F","W26050626W10","GA15001","액상3호","4-R004","4공장 배합실","C03","M/M",2026-05-28 14:04:00,2026-05-28 14:48:00,"LCCUser","20분 교반",2026-05-28 14:25:00,2026-05-28 14:48:00,20,25,2026-05-29 00:00:00
"4","BOXAGF","OX애니가글F","W26050626W10","GA15001","액상3호","4-R004","4공장 배합실","C03","M/M",2026-05-28 14:04:00,2026-05-28 14:48:00,"LCCUser","10분 교반",2026-05-28 14:05:00,2026-05-28 14:24:00,10,15,2026-05-29 00:00:00
"4","BCANGG15","OX애니가글S","W26050627W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-28 09:17:00,2026-05-28 09:59:00,"LCCUser","20분 교반",2026-05-28 09:38:00,2026-05-28 09:59:00,20,25,2026-05-29 00:00:00
"4","BCANGG15","OX애니가글S","W26050627W10","DS40004","4공장 용해조 4호","4-R004","4공장 배합실","C02","용해",2026-05-28 09:17:00,2026-05-28 09:59:00,"LCCUser","20분 용해",2026-05-28 09:17:00,2026-05-28 09:38:00,20,25,2026-05-29 00:00:00
"4","BCANGG15","OX애니가글S","W26050627W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-28 09:38:00,2026-05-28 10:21:00,"LCCUser","20분 교반",2026-05-28 10:00:00,2026-05-28 10:21:00,20,25,2026-05-29 00:00:00
"4","BCANGG15","OX애니가글S","W26050627W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-28 09:38:00,2026-05-28 10:21:00,"LCCUser","10분 교반",2026-05-28 09:48:00,2026-05-28 09:59:00,10,15,2026-05-29 00:00:00
"4","BCANGG15","OX애니가글S","W26050627W10","SM20010","액상4호","4-R004","4공장 배합실","C03","M/M",2026-05-28 09:38:00,2026-05-28 10:21:00,"LCCUser","10분 교반",2026-05-28 09:38:00,2026-05-28 09:48:00,10,15,2026-05-29 00:00:00
"3","BUV68654738","VLC민트","W26050628W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-28 09:27:00,2026-05-28 11:09:00,"LCCUser","20분 교반",2026-05-28 10:46:00,2026-05-28 11:08:00,20,20,2026-05-29 00:00:00
"3","BUV68654738","VLC민트","W26050628W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-28 09:27:00,2026-05-28 11:09:00,"LCCUser","20분 교반",2026-05-28 10:24:00,2026-05-28 10:46:00,20,20,2026-05-29 00:00:00
"3","BUV68654738","VLC민트","W26050628W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-28 09:27:00,2026-05-28 11:09:00,"LCCUser","30분 교반",2026-05-28 09:50:00,2026-05-28 10:20:00,30,30,2026-05-29 00:00:00
"3","BVLC64392502","VLC메리체리","W26050629W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-28 09:26:00,2026-05-28 11:35:00,"LCCUser","20분 교반",2026-05-28 10:24:00,2026-05-28 10:46:00,20,20,2026-05-29 00:00:00
"3","BVLC64392502","VLC메리체리","W26050629W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-28 09:26:00,2026-05-28 11:35:00,"LCCUser","20분 교반",2026-05-28 10:46:00,2026-05-28 11:08:00,20,20,2026-05-29 00:00:00
"3","BVLC64392502","VLC메리체리","W26050629W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-28 09:26:00,2026-05-28 11:35:00,"LCCUser","20분 교반",2026-05-28 11:08:00,2026-05-28 11:29:00,20,20,2026-05-29 00:00:00
"3","BVLC64392502","VLC메리체리","W26050629W10","LC20011","L/C 4호","3-R003","3공장 배합실","C03","M/M",2026-05-28 09:26:00,2026-05-28 11:35:00,"LCCUser","30분 교반",2026-05-28 09:50:00,2026-05-28 10:20:00,30,30,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050630W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-28 08:48:00,2026-05-28 10:13:00,"LCCUser","10분 용해",2026-05-28 08:48:00,2026-05-28 08:59:00,10,15,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050630W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-28 08:48:00,2026-05-28 10:13:00,"LCCUser","70분 교반",2026-05-28 09:02:00,2026-05-28 10:13:00,70,75,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050630W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-28 09:41:00,2026-05-28 10:53:00,"LCCUser","40분 교반",2026-05-28 10:13:00,2026-05-28 10:53:00,40,45,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050630W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-28 09:41:00,2026-05-28 10:53:00,"LCCUser","30분 교반",2026-05-28 09:41:00,2026-05-28 10:13:00,30,35,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050631W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-28 10:24:00,2026-05-28 11:46:00,"LCCUser","70분 교반",2026-05-28 10:35:00,2026-05-28 11:46:00,70,75,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050631W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-28 10:24:00,2026-05-28 11:46:00,"LCCUser","10분 용해",2026-05-28 10:25:00,2026-05-28 10:35:00,10,15,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050631W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-28 11:25:00,2026-05-28 12:37:00,"LCCUser","30분 교반",2026-05-28 11:25:00,2026-05-28 11:55:00,30,35,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050631W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-28 11:25:00,2026-05-28 12:37:00,"LCCUser","40분 교반",2026-05-28 11:55:00,2026-05-28 12:37:00,40,45,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050632W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-28 12:09:00,2026-05-28 13:31:00,"LCCUser","10분 용해",2026-05-28 12:09:00,2026-05-28 12:19:00,10,15,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050632W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-28 12:09:00,2026-05-28 13:31:00,"LCCUser","70분 교반",2026-05-28 12:19:00,2026-05-28 13:31:00,70,75,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050632W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-28 13:16:00,2026-05-28 14:27:00,"LCCUser","40분 교반",2026-05-28 13:46:00,2026-05-28 14:27:00,40,45,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050632W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-28 13:16:00,2026-05-28 14:27:00,"LCCUser","30분 교반",2026-05-28 13:16:00,2026-05-28 13:46:00,30,35,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050633W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-28 13:59:00,2026-05-28 15:24:00,"LCCUser","10분 용해",2026-05-28 13:59:00,2026-05-28 14:10:00,10,15,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050633W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-28 13:59:00,2026-05-28 15:24:00,"LCCUser","70분 교반",2026-05-28 14:11:00,2026-05-28 15:24:00,70,75,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050633W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-28 15:37:00,2026-05-28 16:49:00,"LCCUser","30분 교반",2026-05-28 15:37:00,2026-05-28 16:07:00,30,35,2026-05-29 00:00:00
"4","BTBGGR","TB가글(클린민트)","W26050633W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-28 15:37:00,2026-05-28 16:49:00,"LCCUser","40분 교반",2026-05-28 16:07:00,2026-05-28 16:49:00,40,45,2026-05-29 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050655W10","HM15004","H/M 4호","1-R004","유화 배합실","C02","용해",2026-05-29 09:10:00,2026-05-29 10:32:00,"LCCUser","40분 교반용해",2026-05-29 09:10:00,2026-05-29 09:56:00,40,40,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050655W10","HM15004","H/M 4호","1-R004","유화 배합실","C02","용해",2026-05-29 09:10:00,2026-05-29 10:32:00,"LCCUser","40분 교반용해",2026-05-29 09:56:00,2026-05-29 10:13:34,40,40,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050655W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-29 09:56:00,2026-05-29 12:33:00,"LCCUser","6분 교반",2026-05-29 12:32:00,2026-05-29 12:33:00,6,6,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050655W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-29 09:56:00,2026-05-29 12:33:00,"LCCUser","12분 교반",2026-05-29 10:13:00,2026-05-29 10:29:46,12,12,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050655W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-29 09:56:00,2026-05-29 12:33:00,"LCCUser","10분 교반",2026-05-29 10:31:15,2026-05-29 10:41:14,10,10,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050656W10","HM15004","H/M 4호","1-R004","유화 배합실","C02","용해",2026-05-29 10:58:00,2026-05-29 12:32:00,"LCCUser","40분 교반용해",2026-05-29 10:58:00,2026-05-29 11:51:00,40,40,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050656W10","HM15004","H/M 4호","1-R004","유화 배합실","C02","용해",2026-05-29 10:58:00,2026-05-29 12:32:00,"LCCUser","40분 교반용해",2026-05-29 11:51:00,2026-05-29 12:32:00,40,40,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050656W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-29 12:32:00,2026-05-29 13:47:00,"LCCUser","12분 교반",2026-05-29 12:33:00,2026-05-29 12:45:41,12,12,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050656W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-29 12:32:00,2026-05-29 13:47:00,"LCCUser","10분 교반",2026-05-29 12:49:03,2026-05-29 12:59:03,10,10,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050656W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-29 12:32:00,2026-05-29 13:47:00,"LCCUser","6분 교반",2026-05-29 13:17:46,2026-05-29 13:23:46,6,6,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050657W10","AQ10004","수상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-28 13:33:00,2026-05-28 14:18:00,"LCCUser","40분 교반용해",2026-05-28 13:33:00,2026-05-28 14:18:00,40,40,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050657W10","OL11004","유상 용해조 4호","1-R004","유화 배합실","C02","용해",2026-05-28 13:33:00,2026-05-28 14:18:00,"LCCUser","40분 교반용해",2026-05-28 13:33:00,2026-05-28 14:18:00,40,40,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050657W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-28 14:18:00,2026-05-28 15:38:00,"LCCUser","10분 교반",2026-05-28 14:41:35,2026-05-28 14:51:35,10,10,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050657W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-28 14:18:00,2026-05-28 15:38:00,"LCCUser","6분 교반",2026-05-28 15:14:35,2026-05-28 15:20:35,6,6,2026-06-01 00:00:00
"1","BKOLRN14","OX라데나로션(공용)","W26050657W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-28 14:18:00,2026-05-28 15:38:00,"LCCUser","12분 교반",2026-05-28 14:25:04,2026-05-28 14:37:04,12,12,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050658W10","AQ10005","수상 용해조 5호","1-R004","유화 배합실","C02","용해",2026-05-29 08:52:00,2026-05-29 11:34:00,"LCCUser","20분 교반",2026-05-29 09:49:00,2026-05-29 11:34:00,20,20,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050658W10","OL11005","유상 용해조 5호","1-R004","유화 배합실","C02","용해",2026-05-29 08:52:00,2026-05-29 11:34:00,"LCCUser","40분 교반",2026-05-29 08:58:00,2026-05-29 09:49:00,40,40,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050658W10","AQ10005","수상 용해조 5호","1-R004","유화 배합실","C02","용해",2026-05-29 08:52:00,2026-05-29 11:34:00,"LCCUser","20분 교반",2026-05-29 08:52:00,2026-05-29 09:49:00,20,20,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050658W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-29 09:58:00,2026-05-29 11:34:00,"LCCUser","5분 교반",2026-05-29 10:16:50,2026-05-29 10:21:49,5,5,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050658W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-29 09:58:00,2026-05-29 11:34:00,"LCCUser","10분 교반",2026-05-29 10:05:47,2026-05-29 10:15:46,10,10,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050658W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-29 09:58:00,2026-05-29 11:34:00,"LCCUser","3분 교반",2026-05-29 11:26:47,2026-05-29 11:29:47,3,3,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050658W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-29 09:58:00,2026-05-29 11:34:00,"LCCUser","5분 교반",2026-05-29 09:58:00,2026-05-29 10:03:24,5,5,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050658W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-29 09:58:00,2026-05-29 11:34:00,"LCCUser","10분 교반",2026-05-29 11:07:48,2026-05-29 11:17:47,10,10,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050659W10","OL11005","유상 용해조 5호","1-R004","유화 배합실","C02","용해",2026-05-29 11:39:00,2026-05-29 12:44:00,"LCCUser","40분 교반",2026-05-29 11:39:00,2026-05-29 12:43:00,40,40,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050659W10","AQ10005","수상 용해조 5호","1-R004","유화 배합실","C02","용해",2026-05-29 11:39:00,2026-05-29 12:44:00,"LCCUser","20분 교반",2026-05-29 11:59:00,2026-05-29 12:43:00,20,20,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050659W10","AQ10005","수상 용해조 5호","1-R004","유화 배합실","C02","용해",2026-05-29 11:39:00,2026-05-29 12:44:00,"LCCUser","20분 교반",2026-05-29 11:39:00,2026-05-29 11:59:00,20,20,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050659W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-29 12:44:00,2026-05-29 14:33:00,"LCCUser","3분 교반",2026-05-29 14:04:29,2026-05-29 14:07:29,3,3,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050659W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-29 12:44:00,2026-05-29 14:33:00,"LCCUser","5분 교반",2026-05-29 13:02:47,2026-05-29 13:07:46,5,5,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050659W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-29 12:44:00,2026-05-29 14:33:00,"LCCUser","10분 교반",2026-05-29 13:45:46,2026-05-29 13:55:46,10,10,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050659W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-29 12:44:00,2026-05-29 14:33:00,"LCCUser","5분 교반",2026-05-29 12:44:00,2026-05-29 12:49:14,5,5,2026-06-01 00:00:00
"1","BUV64849551","V라벤더로션(보이드)","W26050659W10","HM15005","H/M 5호","1-R004","유화 배합실","C03","M/M",2026-05-29 12:44:00,2026-05-29 14:33:00,"LCCUser","10분 교반",2026-05-29 12:52:00,2026-05-29 13:01:59,10,10,2026-06-01 00:00:00
"3","BUV115370","VLC오리지날","W26050660W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-29 09:46:00,2026-05-29 11:28:00,"LCCUser","20분 교반",2026-05-29 10:43:00,2026-05-29 11:06:00,20,20,2026-06-02 00:00:00
"3","BUV115370","VLC오리지날","W26050660W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-29 09:46:00,2026-05-29 11:28:00,"LCCUser","20분 교반",2026-05-29 11:06:00,2026-05-29 11:27:00,20,20,2026-06-02 00:00:00
"3","BUV115370","VLC오리지날","W26050660W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-29 09:46:00,2026-05-29 11:28:00,"LCCUser","30분 교반",2026-05-29 10:04:00,2026-05-29 10:35:00,30,30,2026-06-01 00:00:00
"3","BUV115370","VLC오리지날","W26050660W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-29 09:46:00,2026-05-29 11:28:00,"LCCUser","20분 교반",2026-05-29 10:43:00,2026-05-29 11:06:00,20,20,2026-06-01 00:00:00
"3","BUV115370","VLC오리지날","W26050660W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-29 09:46:00,2026-05-29 11:28:00,"LCCUser","20분 교반",2026-05-29 11:06:00,2026-05-29 11:27:00,20,20,2026-06-01 00:00:00
"3","BUV115370","VLC오리지날","W26050660W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-29 09:46:00,2026-05-29 11:28:00,"LCCUser","30분 교반",2026-05-29 10:04:00,2026-05-29 10:35:00,30,30,2026-06-02 00:00:00
"3","BUV115370","VLC오리지날","W26050661W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-29 13:50:00,2026-05-29 15:25:00,"LCCUser","20분 교반",2026-05-29 15:03:00,2026-05-29 15:25:00,20,20,2026-06-01 00:00:00
"3","BUV115370","VLC오리지날","W26050661W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-29 13:50:00,2026-05-29 15:25:00,"LCCUser","20분 교반",2026-05-29 14:42:00,2026-05-29 15:02:00,20,20,2026-06-01 00:00:00
"3","BUV115370","VLC오리지날","W26050661W10","LC20012","L/C 2호","3-R003","3공장 배합실","C03","M/M",2026-05-29 13:50:00,2026-05-29 15:25:00,"LCCUser","30분 교반",2026-05-29 14:12:00,2026-05-29 14:42:00,30,30,2026-06-01 00:00:00
"1","BOXEL141","OX엘레강스로션","W26050662W10","GX12004","검믹서 6호","1-R004","유화 배합실","C02","용해",2026-05-29 09:19:00,2026-05-29 10:05:00,"LCCUser","30분 교반",2026-05-29 09:25:00,2026-05-29 10:05:00,30,30,2026-06-02 00:00:00
"1","BOXEL141","OX엘레강스로션","W26050662W10","OL11006","유상 용해조 6호","1-R004","유화 배합실","C02","용해",2026-05-29 09:19:00,2026-05-29 10:05:00,"LCCUser","40분 교반용해",2026-05-29 09:25:00,2026-05-29 10:05:00,40,40,2026-06-02 00:00:00
"1","BOXEL141","OX엘레강스로션","W26050662W10","AQ10006","수상 용해조 6호","1-R004","유화 배합실","C02","용해",2026-05-29 09:19:00,2026-05-29 10:05:00,"LCCUser","40분 교반용해",2026-05-29 09:25:00,2026-05-29 10:05:00,40,40,2026-06-02 00:00:00
"1","BOXEL141","OX엘레강스로션","W26050662W10","BM15006","B/M 6호","1-R004","유화 배합실","C03","M/M",2026-05-29 10:05:00,2026-05-29 11:08:00,"LCCUser","8분",2026-05-29 10:20:52,2026-05-29 10:25:52,8,8,2026-06-02 00:00:00
"1","BOXEL141","OX엘레강스로션","W26050662W10","BM15006","B/M 6호","1-R004","유화 배합실","C03","M/M",2026-05-29 10:05:00,2026-05-29 11:08:00,"LCCUser","10분 교반",2026-05-29 10:11:17,2026-05-29 10:18:17,10,10,2026-06-02 00:00:00
"1","BOXEL141","OX엘레강스로션","W26050662W10","BM15006","B/M 6호","1-R004","유화 배합실","C03","M/M",2026-05-29 10:05:00,2026-05-29 11:08:00,"LCCUser","5분",2026-05-29 10:53:43,2026-05-29 10:58:43,5,5,2026-06-02 00:00:00
